"ECE_Id","Org_Name","Telephone","Fax","Email","Add1_Line1","Add1_Suburb","Add1_City","Org_Type","Definition","Authority","20_Hrs_ECE","Equity_Index","Territorial_Authority","Regional_Council","Education_Region","General_Electorate","Māori_Electorate","Area_Unit","Ward","Contact1_Name","Add2_Line1","Add2_Suburb","Add2_City","Management_Telephone","Management_Fax","Col_Id","Col_Name","Latitude","Longitude","All_Children","Under_2s","Age_0","Age_1","Age_2","Age_3","Age_4","Age_5","Roll_Date","Total","European","Māori","Pacific","Asian","Other"
"5551",Grasslands Kindergarten,"07 847 2908","",wka@kindergarten.org.nz,"17 Karen Crescent",Hamilton Central,Hamilton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Dinsdale South,West Ward,Maree Stewart,P O Box 4311,"",Hamilton 3247,"07-8564649","07-8568280","99035",He Waka Eke Noa (NW Hamilton) Community of Learning,-37.800751000,"175.249593000","44","0","0","0","8","17","28","0","2020-07-01 00:00:00.0000000","53","9","37","0","3","1"
"5553",Betty Montford Kindergarten,"06 368 8405","",office@wmkindergartens.org.nz,"46 York Street","",Levin,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Horowhenua District,Manawatu-Wanganui Region,Wellington,Otaki,Te Tai Hauauru,Levin North,Levin Ward,Amanda Coulston,P O Box 50743,"",Porirua 5240,"04-232-3069","04-2323096","99058",Taitoko Kāhui Ako,-40.615300000,"175.286355000","42","0","0","0","9","22","24","1","2020-07-01 00:00:00.0000000","56","28","24","0","0","0"
"5130",Redoubt North Kindergarten,"09 263 9192","","","4 Charntay Avenue",Clover Park,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Auckland - Otara-Papatoetoe,Auckland Region,Auckland,Takanini,Tamaki Makaurau,Redoubt North,Manukau Ward,Calmar Ulberg,P O Box 93,Takanini,Auckland 2245,"09-9729910","","","",-36.986244000,"174.890206000","40","0","0","0","1","16","34","0","2020-07-01 00:00:00.0000000","51","0","6","0","30","0"
"5131",Roscommon Kindergarten,"09 267 0634","","","23 Burundi Avenue",Manurewa,Auckland,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Auckland - Manurewa,Auckland Region,Auckland,Manurewa,Tamaki Makaurau,Clendon North,Manurewa-Papakura Ward,Calmar Ulberg,P O Box 93,Takanini,Auckland 2245,"09-9729910","","","",-37.027709000,"174.861362000","40","0","0","0","3","7","10","0","2020-07-01 00:00:00.0000000","20","0","3","0","1","5"
"5138",Deanwell Kindergarten,"07 843 7570","07 843 7570",wka@kindergarten.org.nz,"26 Anderson Road",Hamilton Central,Hamilton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Melville,West Ward,Maree Stewart,P O Box 4311,"",Hamilton 3247,"07-8564649","07-8568280","99105",Te Kaahui Ako o Mangakootukutuku,-37.820254000,"175.278569000","40","0","0","1","12","23","21","0","2020-07-01 00:00:00.0000000","57","13","12","0","26","1"
"5380",Seatoun Kindergarten,"04 380 8933","",office@wmkindergartens.org.nz,"14 Gore Street",Seatoun,Wellington,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Wellington City,Wellington Region,Wellington,Rongotai,Te Tai Tonga,Seatoun,Eastern Ward,Amanda Coulston,P O Box 50743,"",Porirua 5240,"04-232-3069","04-2323096","99141",Motu Kairangi Kāhui Ako,-41.325959000,"174.836513000","42","0","0","0","9","10","26","0","2020-07-01 00:00:00.0000000","45","32","4","0","7","2"
"5384",Tawa Central Kindergarten,"04 232 6416","",office@wmkindergartens.org.nz,Coronation Park Oxford Street,Tawa,Wellington,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Wellington City,Wellington Region,Wellington,Ohariu,Te Tai Hauauru,Tawa Central,Northern Ward,Amanda Coulston,P O Box 50743,"",Porirua 5240,"04-232-3069","04-2323096","","",-41.171934000,"174.826374000","42","0","0","0","12","21","15","1","2020-07-01 00:00:00.0000000","49","25","6","0","9","3"
"5402",Nayland Kindergarten,"03 547 6313","",naylandkindergarten@ntk.org.nz,"175 Nayland Road",Stoke,Nelson,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Nelson City,Nelson Region,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Nayland,Area Outside Ward,Craig Vercoe,P O Box 360,Nelson,Nelson 7040,"03-5418922","","99042",Te Kāhui Ako o Omaio ki Tahunanui,-41.305883000,"173.232995000","44","0","0","0","0","21","27","2","2020-07-01 00:00:00.0000000","50","37","10","0","1","1"
"5404",Nelson Central Kindergarten,"03 548 9936","",nelsoncentralkindergarten@ntk.org.nz,"51 B Brook Street","",Nelson,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Nelson City,Nelson Region,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Atmore,Area Outside Ward,Craig Vercoe,P O Box 360,Nelson,Nelson 7040,"03-5418922","","99005",Nelson City Community of Learning,-41.284029000,"173.291297000","44","0","0","0","3","16","23","2","2020-07-01 00:00:00.0000000","44","26","8","0","7","2"
"5170",Central Kids Kindergartens - Elstree,"07 348 2512","",elstree@centralkids.org.nz,"55 High Street",Glenholme,Rotorua,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Glenholme West,Area Outside Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99019",Rotorua Central Community of Learning,-38.151236000,"176.240575000","40","0","0","0","3","9","16","1","2020-07-01 00:00:00.0000000","29","11","14","0","4","0"
"5175",Central Kids Kindergartens - Hazelmere ,"07 885 1016","07 871 4551",j.treweek@centralkids.org.nz,"1246 Hazelmere Cresent","",Te Awamutu,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Waipa District,Waikato Region,Waikato,Taranaki-King Country,Hauraki-Waikato,Te Awamutu South,Te Awamutu Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","","",-38.013034000,"175.333353000","40","0","0","0","9","19","21","2","2020-07-01 00:00:00.0000000","51","23","27","0","1","0"
"5177",Central Kids Kindergartens - Hinemoa,"07 378 7430","",hinemoa@centralkids.org.nz,"61 Hinemoa Avenue","",Taupo,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Taupo District,Waikato Region,Bay of Plenty/Waiariki,Taupo,Waiariki,Tauhara,Taupo-Kaingaroa Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99020",Taupō Community of Schools,-38.690175000,"176.097337000","40","0","0","0","0","18","18","5","2020-07-01 00:00:00.0000000","41","18","17","0","4","0"
"5189",Central Kids Kindergartens - Ngongotahā,"07 357 4532","",ngongotaha@centralkids.org.nz,"19 School Road",Ngongotaha,Rotorua,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Ngongotaha North,Area Outside Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99107",Te Maru o Ngongotaha (Rotorua) Community of Learning,-38.079497000,"176.210887000","45","0","0","0","8","15","14","4","2020-07-01 00:00:00.0000000","41","17","21","0","2","0"
"5192",Central Kids Kindergartens - Ōwhata,"07 345 6237","",owhata@centralkids.org.nz,"36 Wharenui Road",Owhata,Rotorua,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Owhata East,Area Outside Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99017",Eastern Rotorua Kāhui Ako,-38.134545000,"176.303530000","40","0","0","0","1","11","23","3","2020-07-01 00:00:00.0000000","38","7","26","0","4","0"
"5432",Kidsfirst Kindergartens Linwood,"03 389 9772","03 389 9767",questions@kidsfirst.org.nz,"24 Rochester Street",Linwood,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Linwood North,Central Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99063",Tamai Community of Learning,-43.528786000,"172.667804000","40","0","0","0","3","14","13","0","2020-07-01 00:00:00.0000000","30","6","14","0","8","0"
"5445",Kidsfirst Kindergartens Phillipstown,"03 366 7233","03 379 7529",questions@kidsfirst.org.nz,"533 St Asaph Street",Phillipstown,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Phillipstown,Linwood Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99063",Tamai Community of Learning,-43.536652000,"172.659338000","40","0","0","0","11","6","10","1","2020-07-01 00:00:00.0000000","28","6","11","0","7","0"
"5452",Kidsfirst Kindergartens Hoon Hay,"03 338 2292","03 338 2192",questions@kidsfirst.org.nz,"60 Rowley Avenue",Hoon Hay,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Hillmorton,Spreydon Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.562829000,"172.587438000","30","0","0","0","3","10","13","1","2020-07-01 00:00:00.0000000","27","6","4","0","5","0"
"31016",Wharepuhunga Playcentre,"07 929 2123","",emilee.csc@playcentre.org.nz,Wharepuhunga Road,"",Te Awamutu,Playcentre,Not Applicable,Community based,Yes,EQI 5+,Otorohanga District,Waikato Region,Waikato,Taranaki-King Country,Te Tai Hauauru,Otorohanga Rural East,Kiokio-Korakonui Ward,Emilee-Jean Middleton-Wood,P O Box 83,"",Rawene 0473,"07-9292123","","","",-38.143969000,"175.411041000","30","15","4","1","5","0","4","0","2020-07-01 00:00:00.0000000","14","11","3","0","0","0"
"5173",Central Kids Kindergartens - Garaway,"07 308 6813","",garaway@centralkids.org.nz,"43A Garaway Street","",Whakatane,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Whakatane District,Bay of Plenty Region,Bay of Plenty/Waiariki,East Coast,Waiariki,Trident,Whakatane-Ohope Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99016",Whakatane Community of Learning,-37.967236000,"176.979479000","40","0","0","0","9","10","10","4","2020-07-01 00:00:00.0000000","33","14","18","0","1","0"
"5435",Kidsfirst Kindergartens McKenzie,"03 348 4326","",questions@kidsfirst.org.nz,"107 Rattray Street",Riccarton,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Riccarton West,Riccarton Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99176",Pūtaringamotu Kāhui Ako,-43.531188000,"172.591533000","40","0","0","0","10","14","8","2","2020-07-01 00:00:00.0000000","34","3","3","0","24","2"
"5440",Kidsfirst Kindergartens Northcote,"03 352 8869","03 352 5869","","121 Northcote Road",Bishopdale,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Casebrook,Papanui Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99039",Tōtaranui Kāhui Ako,-43.484456000,"172.605320000","30","0","0","0","5","8","13","2","2020-07-01 00:00:00.0000000","28","9","5","0","11","3"
"5441",Kidsfirst Kindergartens Nth New Brighton,"03 388 8996","03 388 8993",questions@kidsfirst.org.nz,"177 Bowhill Road",North New Brighton,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Rawhiti,Coastal Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.498120000,"172.715016000","40","0","0","0","7","16","19","2","2020-07-01 00:00:00.0000000","44","28","9","0","3","1"
"5624",Central Kids Kindergartens - Mercury Bay ,"07 885 1016","07 866 5302",d.clarke@centralkids.org.nz,Eyre Street,"",Whitianga,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Thames-Coromandel District,Waikato Region,Waikato,Coromandel,Hauraki-Waikato,Whitianga,Mercury Bay Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99155",Coromandel Community of Learning,-36.830782000,"175.704723000","40","0","0","0","9","11","17","2","2020-07-01 00:00:00.0000000","39","22","11","0","1","0"
"5626",Rockdale Park Kindergarten,"03 216 0011","03 216 0011",rockdale@ska.co.nz,"18 Farrar Street","",Invercargill,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Invercargill City,Southland Region,Otago/Southland,Invercargill,Te Tai Tonga,Heidelberg,Area Outside Ward,Nicola McRobie,P O Box 1362,Invercargill,Invercargill 9840,"","","99146",Invercargill Community of Learning,-46.424524000,"168.390266000","37","0","0","0","1","12","14","1","2020-07-01 00:00:00.0000000","28","19","3","0","1","1"
"45250",Space Southland,"","03 214 2030",judy.CSC@playcentre.org.nz,"328 Tramway Road",Strathern,Invercargill,Playcentre,Not Applicable,Community based,No,EQI 4,Invercargill City,Southland Region,Otago/Southland,Invercargill,Te Tai Tonga,Heidelberg,Area Outside Ward,Judy Hinton,P O Box 83,"",Rawene 0473,"03-4883932","","","",-46.432050000,"168.383809000","23","20","38","0","0","0","0","0","2020-07-01 00:00:00.0000000","38","35","2","0","1","0"
"5181",Central Kids Kindergartens - Jackson Park,"07 348 1979","",jacksonpark@centralkids.org.nz,"66 Springfield Road",Springfield,Rotorua,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Springfield,Area Outside Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99019",Rotorua Central Community of Learning,-38.160319000,"176.233710000","45","0","0","0","8","15","30","1","2020-07-01 00:00:00.0000000","54","29","14","0","10","1"
"5185",Central Kids Kindergartens - Laughton,"07 378 6401","",laughton@centralkids.org.nz,"29 Laughton Street","",Taupo,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Taupo District,Waikato Region,Bay of Plenty/Waiariki,Taupo,Waiariki,Taupo Central,Taupo-Kaingaroa Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99020",Taupō Community of Schools,-38.686314000,"176.082141000","44","0","0","0","1","20","22","1","2020-07-01 00:00:00.0000000","44","20","18","0","3","0"
"5431",Kidsfirst Kindergartens Lady May,"03 348 7234","03 341 2219",questions@kidsfirst.org.nz,"11 Haynes Avenue",Upper Riccarton,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Wigram,Te Tai Tonga,Sockburn,Riccarton Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99176",Pūtaringamotu Kāhui Ako,-43.533576000,"172.572242000","40","0","0","0","6","5","12","1","2020-07-01 00:00:00.0000000","24","4","7","0","10","0"
"5436",Kidsfirst Kindergartens Mairehau,"03 385 2716","03 385 2716",questions@kidsfirst.org.nz,"23 Fergusson Avenue",Mairehau,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Shirley West,Innes Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.500986000,"172.643105000","40","0","0","0","20","8","15","2","2020-07-01 00:00:00.0000000","45","26","7","0","8","1"
"5451",Kidsfirst Kindergartens Richmond,"03 389 5236","03 389 5239","","41 North Avon Road",Richmond,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Richmond North,Innes Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99175",Ōtākaro Community of Learning,-43.517392000,"172.654011000","30","0","0","0","5","8","13","1","2020-07-01 00:00:00.0000000","27","14","1","0","8","2"
"5455",Kidsfirst Kindergartens Shirley,"03 385 1598","03 385 1529",questions@kidsfirst.org.nz,"3 Ajax Street",Shirley,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Burwood,Burwood Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99175",Ōtākaro Community of Learning,-43.509597000,"172.664542000","30","0","0","1","7","8","12","1","2020-07-01 00:00:00.0000000","29","10","11","0","5","1"
"5165",Central Kids Kindergartens - Balmoral ,"07 885 1016","07 886 6461",d.clarke@centralkids.org.nz,Tainui Street,"",Tokoroa,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,South Waikato District,Waikato Region,Waikato,Taupo,Te Tai Hauauru,Aotea,Tokoroa Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99195",Tokoroa Kāhui Ako,-38.237326000,"175.858901000","30","0","0","0","6","7","15","2","2020-07-01 00:00:00.0000000","30","6","18","0","2","0"
"5167",Central Kids Kindergartens - Clyde Street,"07 885 1016","07 886 6440",d.clarke@centralkids.org.nz,"42 Clyde Street","",Tokoroa,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,South Waikato District,Waikato Region,Waikato,Taupo,Te Tai Hauauru,Stanley Park,Tokoroa Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99195",Tokoroa Kāhui Ako,-38.223927000,"175.865617000","40","0","0","0","6","17","16","1","2020-07-01 00:00:00.0000000","40","9","29","0","0","0"
"5178",Central Kids Kindergartens - Homedale,"07 348 9035","",homedale@centralkids.org.nz,"50 Homedale Street",Pukehangi,Rotorua,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Rotorua District,Bay of Plenty Region,Bay of Plenty/Waiariki,Rotorua,Waiariki,Pukehangi South,Area Outside Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99107",Te Maru o Ngongotaha (Rotorua) Community of Learning,-38.136601000,"176.210205000","45","0","0","0","2","5","4","1","2020-07-01 00:00:00.0000000","12","0","11","0","1","0"
"5186",Central Kids Kindergartens - Mill Crescent,"07 885 1016","07 888 4952",d.clarke@centralkids.org.nz,"4 Mill Crescent","",Matamata,Free Kindergarten,Not Applicable,Community based,Yes,EQI 2,Matamata-Piako District,Waikato Region,Waikato,Waikato,Hauraki-Waikato,Matamata South,Matamata Ward,Donovan Clarke,P O Box 341,"",Putaruru 3443,"07-8851016","","99104",Matamata Community of Learning,-37.815335000,"175.770146000","40","0","0","0","9","17","13","3","2020-07-01 00:00:00.0000000","42","22","16","0","3","1"
"45254",The Park Early Education Centre ,"07 856 4649","",wka@kindergarten.org.nz,"89 Naylor St",Hamilton East,Hamilton,Education and Care Service,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Naylor,East Ward,Maree Stewart,P O Box 4311,Hamilton East,Hamilton 3247,"07-8564649","07-8568280","","",-37.797152000,"175.305637000","82","25","5","19","16","27","26","1","2020-07-01 00:00:00.0000000","94","52","12","0","23","2"
"33003",Deanwell Playcentre,"07 847 1739","07 847 1546",central.admin@playcentre.org.nz,Deanwell Avenue,Deanwell,Hamilton,Playcentre,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Melville,West Ward,Emilee-Jean Middleton-Wood,P O Box 83,"",Rawene 0473,"07-9292123","","","",-37.819989000,"175.275403000","30","15","1","0","3","3","1","0","2020-07-01 00:00:00.0000000","8","6","1","0","1","0"
"33008",Hamilton East Playcentre,"07 847 1739","07 847 1546",central.admin@playcentre.org.nz,"46 Graham Street",Hamilton East,Hamilton,Playcentre,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton East,Hauraki-Waikato,Naylor,East Ward,Emilee-Jean Middleton-Wood,P O Box 83,"",Rawene 0473,"07-9292123","","","",-37.801090000,"175.296272000","30","17","35","8","9","5","9","1","2020-07-01 00:00:00.0000000","67","46","10","0","7","0"
"33012",Leamington Playcentre,"07 847 1739","07 847 1546","",Cnr Burns & Thompson Streets,Leamington,Cambridge,Playcentre,Not Applicable,Community based,Yes,EQI 5+,Waipa District,Waikato Region,Waikato,Taupo,Hauraki-Waikato,Leamington West,Cambridge Ward,Emilee-Jean Middleton-Wood,P O Box 83,"",Rawene 0473,"07-9292123","","","",-37.907557000,"175.471628000","30","17","42","13","3","3","3","0","2020-07-01 00:00:00.0000000","64","53","7","0","2","0"
"5443",Kidsfirst Kindergartens Opawa St Martins,"03 332 2866","03 332 2866",questions@kidsfirst.org.nz,"8 Butler Street",Opawa,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Opawa,Heathcote Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99177",Te Mana Raupō Community of Learning,-43.559635000,"172.661377000","40","0","0","0","14","10","22","1","2020-07-01 00:00:00.0000000","47","24","15","0","6","1"
"5444",Kidsfirst Kindergartens Papanui,"03 352 9484","03 352 9485",questions@kidsfirst.org.nz,"57 Bellvue Avenue",Papanui,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Papanui,Papanui Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.498374000,"172.607921000","40","0","0","0","6","11","13","3","2020-07-01 00:00:00.0000000","33","19","4","0","8","1"
"5449",Kidsfirst Kindergartens Redwood,"03 352 7778","03 352 7748",questions@kidsfirst.org.nz,"345 A Main North Road",Redwood,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Styx Mill,Papanui Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99039",Tōtaranui Kāhui Ako,-43.476959000,"172.616676000","40","0","0","0","9","14","14","2","2020-07-01 00:00:00.0000000","39","15","12","0","9","2"
"5454",Kidsfirst Kindergartens Selwyn Street,"03 366 3472","03 366 3472",questions@kidsfirst.org.nz,"366 Selwyn Street",Spreydon,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 4,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Addington,Central Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99177",Te Mana Raupō Community of Learning,-43.545586000,"172.622083000","40","0","0","0","14","14","18","4","2020-07-01 00:00:00.0000000","50","22","10","0","13","2"
"5460",Kidsfirst Kindergartens Trengrove,"03 351 7874","03 351 7894",questions@kidsfirst.org.nz,"243 Clyde Road",Fendalton,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Ilam,Te Tai Tonga,Fendalton,Fendalton Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","99027",Waimairi-iri Community of Learning,-43.509882000,"172.588664000","40","0","0","0","6","16","25","1","2020-07-01 00:00:00.0000000","48","18","13","0","12","2"
"5414",Kidsfirst Kindergartens Parklands,"03 383 0777","03 383 0774",questions@kidsfirst.org.nz,"20 Chadbury Street",Parklands,Christchurch,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Christchurch City,Canterbury Region,Canterbury/Chatham Islands,Christchurch East,Te Tai Tonga,Waimairi Beach,Coastal Ward,Sherryll Wilson,P O Box 8089,Riccarton,Christchurch 8440,"03-3381303","03-3381086","","",-43.479881000,"172.705695000","40","0","0","0","7","9","12","0","2020-07-01 00:00:00.0000000","28","16","9","0","1","0"
"5139",Dinsdale Kindergarten,"07 847 8520","07 847 8521",wka@kindergarten.org.nz,"84 Bremworth Avenue",Dinsdale,Hamilton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Dinsdale South,West Ward,Maree Stewart,P O Box 4311,"",Hamilton 3247,"07-8564649","07-8568280","","",-37.797906000,"175.234968000","40","0","0","0","5","20","19","2","2020-07-01 00:00:00.0000000","46","21","17","0","7","0"
"5143",Grandview Kindergarten,"07 847 5360","07 847 5360",wka@kindergarten.org.nz,"106 Grandview Road",Nawton,Hamilton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 3,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Grandview,West Ward,Maree Stewart,P O Box 4311,"",Hamilton 3247,"07-8564649","07-8568280","","",-37.779619000,"175.237022000","40","0","0","0","8","12","20","2","2020-07-01 00:00:00.0000000","42","11","17","0","11","0"
"5144",Hamilton West Kindergarten,"07 839 4103","07 839 4104",wka@kindergarten.org.nz,"35 Horne Street",Hamilton Central,Hamilton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Hamilton Lake,West Ward,Maree Stewart,P O Box 4311,"",Hamilton 3247,"07-8564649","07-8568280","","",-37.800965000,"175.283349000","40","0","0","0","9","16","17","1","2020-07-01 00:00:00.0000000","43","17","14","0","7","3"
"5149",Jamieson Kindergarten,"07 849 2684","07 849 2678",wka@kindergarten.org.nz,"70 Storey Ave",Forest Lake,Hamilton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Beerescourt,West Ward,Maree Stewart,P O Box 4311,"",Hamilton 3247,"07-8564649","07-8568280","","",-37.770481000,"175.254825000","45","0","0","0","3","29","18","2","2020-07-01 00:00:00.0000000","52","16","21","0","7","3"
"5150",Leamington Kindergarten,"07 827 6680","07 827 6615",wka@kindergarten.org.nz,"49 Thompson Street",Leamington,Cambridge,Free Kindergarten,Not Applicable,Community based,Yes,EQI 5+,Waipa District,Waikato Region,Waikato,Taupo,Hauraki-Waikato,Leamington West,Cambridge Ward,Maree Stewart,P O Box 4311,"",Hamilton 3247,"07-8564649","07-8568280","","",-37.908192000,"175.473378000","40","0","0","0","2","12","22","2","2020-07-01 00:00:00.0000000","38","23","7","0","7","0"
"5151",Melville Kindergarten,"07 843 5005","07 843 5037",wka@kindergarten.org.nz,"5 Trigg Place",Melville,Hamilton,Free Kindergarten,Not Applicable,Community based,Yes,EQI 1,Hamilton City,Waikato Region,Waikato,Hamilton West,Hauraki-Waikato,Bader,West Ward,Maree Stewart,P O Box 4311,"",Hamilton 3247,"07-8564649","07-8568280","99105",Te Kaahui Ako o Mangakootukutuku,-37.807539000,"175.288774000","40","0","0","0","6","13","17","2","2020-07-01 00:00:00.0000000","38","6","25","0","4","3"
